qr_code,qr_image_base64,generated_time,is_printed,is_distributed,notes
QR_0113,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABhUlEQVR4nO2aQW6DMBBF39SWsiRSD5CjwA16ZThKD1AJLyOBfhc2NE1VtRsCgfEGbD/JX/YwfEaY+Lt1L/+AwCmnnHLKqa1TVlrEGkazJk0jzaq69k3FfKlbgPSKAEQKAwC2lq4jUWmO8XSSNYCZxfV17ZmKd32juppIy63o1O/UFPePW/Go1BT3lYAE1O2Y4/72o2ur6ndBdWZmdoYp7sdsc9bWtWsqx/23wsJo5TFYZkWn5iZJopZE3U9jLQBVmVC7VfXPTc0+Z4wCQff2Ea0WQIrDarqOQJW4hyC1BEkakPrbWY/7JSlJV4PqanR2Et25nMLKuvZNTfm+DyrdfBeUk77n++Wo2ecM2ewYBChmp/d6zpLUnO8BCMXxUA1Q957vF6VuPKbUB+XX7M0B+N4vTk11TLPLgNoUUUvQHfV4XXum7uuYIkWsbq9G/T6VFDar/rmp+70HQKQzdJf5PbBV9fugKhVTCSH7+23o2jP10+d8+Xuv5yxLmf8b5ZRTTjl1COoT1N/OHvj4Lr8AAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0114,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABiElEQVR4nO2YQY6DMAxFvydIXYYbcJRwtR5pbhCO0gNUCstKoD+LJG3pjNQuhoYSexFBeFK+IsvfWIjnMXy9AAFKKaWUUkptnZIUDUTaWYAx7/RFdVVBOZJkuO0bkiSX1Pt1VUGN1xyHofQARKQpr6smin5snlP/eWK91ONFi+Msq56oVI5895YARoBDGxifiuqqgcK9pcIQLhjChbzjSNJvVf1nUzHvbzlOYAKXWb9d9XugpMecO/p2FgwtIP2o/f2qVKr3gwCAPcdXgS2tqx4q/la50yGVehdm4bGbSuvaN5W81gVDejuB3pJIrpu+qteuSfHYXQTu1ADAfX8vfVFd+6ZSZl8DsNeW05LaY65IZXONYSa4bwGBedF8blX9Z1O53sc5pol5n6w3aL1/C3Xr5ccGGFqA3k5Ie1tXvxPKheywgxxIv/6J1VKPc0wO3UUAe24EmAXOl9FVE2WZcxzIpT5sQNeeqV9zzLjYCcl11WtXo/6YY8ZlMcjcqnqllFJKKaVepX4AGijFm52vZBsAAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0115,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABdklEQVR4nO2aQW6DMBREZ4qlLM0NehR8td4MHyU3wMtIjqYLGxLSRbtxoPC9AvMkj4w1/h6g8HuLH3+AAKOMMsooo/ZOsTYHsgcY0twTNtV1CmqQJE2P/k6SpDX1fl2noFJd49LVlR6SbntdZ6IY/I1vHfG8lHu5VyQgpHYjGvVKeUljucpgACApb6/ryFRd97H4TAcO14sI3FfGs1f1/5sqc/8ULMTPGwG/jhr2qv4IFEMiEUnWOic5IPZ3q+9bUniU8aWiH32eH0xL317VH4IalMGQ6pIv7yP2AMO2ug5NLTVmJwAZdYtNPQA/bafrTNTs94CXGLykMdm5tilVHX1pGKZq9Rgm1KDH/L4J9bTXohiPz2XGsQRqNvdtqDr3Ncfs5qsl1rR1355acsyvfh1hbqzryNRrlsZhujsh9RR8dtpK1ympyIsYAADpYt9OWlKvfv843Gr08wPz+ybUjxyznqg6EXDZPKchRfs3yiijjDLqFNQ3UwDaAk/vTPwAAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0116,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABhUlEQVR4nO2ZQW6DMBBF3xSkLI2UA+Qo+Gq9GRylN8BLJKLfhQ1JmkWzCThgLyw8PMlf1jDY3yb+b/3XCxAUqlCFKlShcqcstXoOhzniN9V1CKqVJA1gnquZp5Ik6ZFaX9chqJByXN92iit+/xnkrn4vlJvWnvGoVP1nbFA/L36u6vdBOUkdoG5+I2n6S62va89UyvveAKiwdjgDXG1bXUeg4trfjAX1l9HAPVoNuarfA2U+1LEDUuExf0v+vNV/KrXk/WiCCcNVgtCgvhnK/v6dFPEI1cb/aqXYtUuslaQuV/WfTS15Xwm4muIwNJBi2+g6ENU3c9G3BswD9Fanp9zVfygVa86txVjnJNohmTql5ryTuvmY6WwVaugvY/ExV6AWH5NWE+bdhLpS79ehZh8zJX+osbK/X5maS/0yzETXESjzgHk3QftzkvlMdO2Rmj1kJyAkZ0eE86T+Mpq20nUEivurQSrBvL2MtyjlXPs+6snHTN2E7uK5qi9UoQpVqEK9Sv0C3au0TnlYwbwAAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0117,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABh0lEQVR4nO2aTY6cMBCFvxos9dJIOUCOYq6cG+Cj5AZ4OZLRywLoYXqUZDYIN1214cef5Ce7KB4lTPw/8ts3IHDKKaeccqp1ytYI2ADYULY7w6m6rk2F5ZBGgPID5X5ClK4CYGfpeiWqbDmepnk5M7Nwvq4rU+Hh2g6f0al/UN1Xy9+ErstRW95HAQVIv3oTBfY70Kr6S1DZzMx6ADrZwLzYnLN1XZpa8v5TlZltfQyOmdGpe0iSSJJIE0CsaAQgrgMaW1X/3NTd58xBUIPyELAkgBLqabpegVryXlKFNHUiqSJNn0Y97w+kbCg3QawAnch9t+7Hubpeg4oVKGbkHmxgNvLW3mlf/XNSO58j0O671oiT93OOpFafs0a3Oh5ihTR5vT+U2nlMadqq/G4DfO0Pp7Y+pg0loLEENH50dlpX/5zUYx9TFLA0vhvp9734t6r+uanHtYdYgyg95J/390Cr6q9BRWnpJGS7Lf6+DV1Xpv7ic+ik0fs5x1Lm/0Y55ZRTTr0E9QcpJ71tMzKe0AAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0118,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABf0lEQVR4nO2Zy22FMBBFzwRLWUIHKQW3lpLSAZSSAiLhPehmYft9F8kiPF5gvOBjjuSrYRiNLyZ+HuPLLyBwyimnnHLq2SkrI2DWLWYx1Zm4qa5DUL0kaQINKQA0kiRdU4/XtWsqlHPqoP8A66cOkcCgmTfTdURK710jiw9c0amLsdijVzwoVWtOK8iVpv3Kc5ebrmdVvwtqNDOzDug/XwUsuc3ZWteuqdsc1/g2Uz6DLXUdh7KYApDMIAU0sOQri5vq2jdFaePbmfNBQ+7v5/xUw7Oq/9/UReylqRH9BPUtSHnT5bFfhaqxpylxlmreD63n/apUjW4raaCp1QeQJvC8X5Gym38n1UlYLhsg/3eyInX2MUu9TyGnvMVNde2bKvW++JhNKTx9bnFmrzmPoNLJq2/nbCRbpHEPeU0q3E8tQWMs1/r7FZ2q4zb2BqEYaqMB/bCNriNQtz6mxggaY3Afc3XqtLcCuOrv6eX72lWpOx/z6s7rvVNOOeXUXqhvMwjV10WX9FsAAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0119,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABiklEQVR4nO2ZQW7EIAxFvxukLok0B8hRws2q3iwcpQeoFJYjEf0ugEzaWXQWTUgHs0AJehJfkTH2jxC/D//yAAQopZRSSil1dkryMACCARDKiquqqwlqJEnOgDgA4tCRJPmdOl5XE1TIMc73IaaVfAwq62qKGj/MA9Rf7qhUHuJsPHbHdqkS5JYAAnBrtbZN11nVPwXlRUSkB8QFAwBLKnNq63pqKsX9Jtr9cJV8DGrqaoFCKiXHuUsTyVjWyhOns6r/39Ra1CyCFPLoCIQe9P2s9f1BFKdgwMlGiLOkvM2L9rV7Ujnf+yEagf00AphIhEtkOgGVdLVAbXL7LemnzD+hYzIbNN/vQuXbdB2AjeBkuV69+u33pW4+JicAycz0w1Xz/QHU6mNinLOxkHJOZV1NUMXHzMEfDMRh0b52T+qnaUmES8Q4X8prJV0tUuJQzMzx45XiTqLrGak7H9P3XQp++uEqGvc7Utj+GkyXaynyYSO0vt+RuvMx8xTBzfpZ1SullFJKKfUo9QXmns4Qz265CwAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0120,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABeElEQVR4nO3ZzW2EMBAF4DexpRy9UgrYUkwHKSlKZ7gUOrCPkYxeDsZkl02UXMxPGB8QMp/ECMwwDEL8PsLTHxCgSpUqVar2rmQaFkASAVKd6TaN6xTKkyQjIJ3LAGBIkrxX68d1CpXmNZ5smZkeg43jOpcq637NM6oqg+8XQ+lWPON5VU0rjgASACQBkYDbj669Rn9shdtXKgzhoyF8rDOeJPu9Rn9sJYuegsDFB6Q9hYZKOgC1xBkFQSwQRGTjuE6iRpHOZbDHVOTLW5xvyu6jP6Sa8r2PhrjP9yRzOar5vo2q71qXAc+MWt8bsq9H9dq3UTd1DhkN2c/fVj5C65yWalrZ84Avm+kJ0HXfUC3r+5Lle1c3eu3bKXyt9ppz6h6j5vtV1NzH9IMIwvVDEK55qdaP6z8ru5wIr9kKYCF+eNb+/arKDxal0AyXUf9btVSPfUyXLZAsiPRSk85eoz+2+qGPSa1z2qtlH/PboX1MVapUqTq8+gRpH/GDqjkkfgAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0121,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABjklEQVR4nO2YQW7DIBBF/xSkLrHUA+QocIMeqerN7KPkAJFgD/pdAE2TtGo2jh17WCB7eBJf8mjme4T4f00vd0CAUkoppZRSa6ekLQsJKCIh9UhYVNcuKE+SjC3IEYYkyUvq8bp2QaXvHE8WEgCIiF1e15Ype/VOgADSfDcq9Rf1s8o/5sb9Uj3vXct2Tu+xPS2qaw8UfrZUGMJHQ/jYI54kx7Wqf26q5v05xwnkXvSX1LUfSgJKd/RDEUwDUE1+WFTXtqle79MbBe5kiWQhcEvr2hVVBP74SgkuAz4W4echr0DXhqnaa8kIcHQZHF1vvT72U+21c1LTAMjH0QJIIudjCcvq2jTV874vAKZ7HEeqx5yRqr22Z7rJ8GMRAuXCfK5V/XNT7d+qzTFNzXsymtYDtN7PT529vMvANBQBXEaLrV39c1LXc0wAvQRNwej8fk7qdoacBIA7Wamef1xG154oR3IEgOmQu7WPK9C1Zepmjlk3l1G/h/ba+ahf5ph1uxhkrlW9UkoppZRS91Jf2x7D3CWpbR0AAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0122,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABe0lEQVR4nO2ZQY6EIBBFf43u6aQP0EeBo8uNYA/5swB0unsxvWlBLRZG8SX8aKXqUwjx//A/H0CAUkoppZRSo1NSxwxxUQSIbcZ11XUJypIkAwAYEsBEkuQztb+uS1CxxbgXEQCAiMz9dV2J4mJIcTuueF1qfnkWmPw6N676Y1PtOxsCiAABcL3rp+tClBcRkRsgLs4Qh1xsTm9dp6ZK3G8xTv9I4HPUj6v+2BSKlbRM9dmGWnBhA6r5XEZVfxJqImwz9OL2WPHyVMs58QYi3hMRAdglz/SP1CrxqOqPTbWcE9a43/a1ob7VnPNlKkvZ0tqQBUAu21xxvXWdmKqRvQ4AU/M4htRa+3Vq62PChixksz1cuuo6N7V6TJIM05rqNd/vR619TJgE+FsWwCTUudHVH5N675vFOZVWgneT9u/3pLhgC/ms51Z7UIYsddUy1cZCOcbqrOvMFP4eDWJqHtMklP+htfZ71Fsfs12eGpmjqldKKaWUUupT6hd2rNFOdmwevgAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0123,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABeElEQVR4nO2ZQY6DMAxFvyfs0xv0KMnR4ShzA9gH/Vk4oTAdabpoSQB7gUzypHwZK3GMEP/b8PUCBBhllFFGGdU6Jdk6SMQsEqcyEqvqugQVSJIjAMCRPRxJkltqf12XoKaS48NtVk9Euvq6rkSx33vF61Ldr3d5HnrzikYVK4H2BDABeYd/eJV0XYgaRETkBkicSrEjIlJb16kpzftHjhNI4Dbr21V/BkqWRJeIWTDcAC3yY1Vd16CmDoBPyGFvRteZKXBloyMCExCYwN6nfOnqW1V/bCrHvvdkjjMc88S4zLaq/thUyfsR0LCHscyEEZb3n6TW9X1g9rS0HO7Fa1b9sSmNfanjXQIwdwTmTfHZqvpjU7rnlD6mI+CzZ/v9XtRSy4fvTpuZgE/QsebVH5N6apwN91T2++isf78nxX6SJeVnu9fuQXkyt+590vKy/Maqq+vMFNa/BuH01NUPoKeunbUfo/7oY+pj08hsVb1RRhlllFGvUj9IdMj1OefyCQAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0124,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABj0lEQVR4nO2ZTW7DIBCFvylIXTo3yFHgar2ZOUpvYC8rgV4X2EmTVGoXrX9iWNnjT+IJRsPwbOLnkV5+AUGjGtWoRjVq65RNw2Nx9MA4R+Kqug5BBUnSAKRzBnCSJN1Sy+s6BDXOOR7efY2YmV9f15Eo9ZS50iwz43Epf/dudPk+tl31+6bmde4EjKAUX1WfVtV1BIqvRypOhMGJMMyRIEn9VtXvm6p5f81xpXNGt1m/XfXPQFmkXBr6YqQTWBxbf78YFZRRP3osLjTjsamp5iQDJXOyMJwg9MUrnS8dz1bV75u69JMuW6h1XljdhXc/l/2tqn8GymL3YXqrfo7Z9bPFVXU9N3Xtc0SoWe6yQTHSWdhauo5A1bWfM91loJig3DSfW1W/b2q6W00+phPVwhxctTWrm9nuVv9KXXv5LkM6FYMuM8W2rn6f1KNvNvpcS1CKrvn3S1KSPi4pX9q9dgmqk9QDpBMQBqi/sdbW9czU9z4mXabuRztr/4968DEhT+3+qroa1ahGNapRf0t9AtQkrX/GMJstAAAAAElFTkSuQmCC,2025-07-14 20:41:12,0,0,
QR_0125,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABjUlEQVR4nO2aTW6EMAxGnwvSLDM3mKOEm1W9GTlKbxCWlRh9XSQZTf/UbhgoOAsE4Un5ZNlObDDx+0hPf4DAKaeccsqprVNWR1/vhqnNDKvqOgQVJUkZNAZJI50kSR+px+s6BDU1H4/5agCYWb++rj1T/adnW3xFp36kYu5kwyNXPCzV/D4ImIB0eTMxwX3RtVX1u6CSmZmdgfh6kg1cyzFnbV27porf3/l4OmM1DNbUdRzKBsCGyYyoGb20MLBhVV37pmq+T9bNSpe5F9MZiwKY+nk1XUegaCVUVy8xg5Tv32rcqvr/TVXrSnMpboGu1LUl+7jtl6OadUPtKVAjADRCbTa47Rehar6PGSAII+QyZYTcytytqv/fFPcts5JpJAgzNfO73y9GVdvXPmZ3y/wzGsPsOecRVOtjmlmPxul0O/usq+tIlEbAhvBm9vzqPYVFqc89ZKKupcAiXW77wFbV74MqX6uAZCeRzp2+ox6va8/U13NO7lqBFdom7HvtIpT5v1FOOeWUU4eg3gGv7NSq0HZN6AAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0126,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABgUlEQVR4nO3ZzW2DQBCG4XcCko9rKQW4FOggJUXpzJSSDnaPSIu+HBZI4kRKLubPsycLPxKfbBh2BhN/r+7pHwhcuXLlytXWlY2rBlINpOlIu2quh1CNJCmC2aU3oJIk6btaPtdDqDRf4+lUfvHxNlg5lytXSyhdQ8baBc/4uGoqK0FAApo41CLB16Zrq+kPoTozMzuDtekkaxnKNmftXIdWdjNTMEL8gXymcEdlLVC29s27GZ3V5V5YOdfDKGtDbxAy1oaMvcb5T9lB+h0qphaqEk2sJMVKNBEk5fKtrltNv29V9jmCwSD0JkJvdOcq2xe11fRHUNYCpd53czfbRK85d1VjVZkXBIlGGQhecxZQn3NMKQ6mtzPoun6uY6vxWTvOMSvpGqZPivh1v4Sa55hlf3/pje6S1891ZFXfHuhecm1QY837yef3K6iQoTsP/t7qnurHHLOsVCPS81R0tpp+32ruawGopg5XuUzy/Vl7R3U7x/x1+RzTlStXrnavPgDq37sMCUH/AwAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0127,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABeklEQVR4nO2YQW7EIAxFv0ukWRKpB+hRwtHDUXoDWFYi+l0Ak0nVqrNJyASziCLyJL4cy3xbiP+Xf3sCApRSSimllDo7JWUNEAdAXKw7rqmuLqiJJBkA+HERzjAkSW6p43V1QcV7jscbxQEQkaG9rp4ozliE84EnKlWXuPo46sR+qVpWLAFEgIjvqby11NUR5UVEZFzzfsk2p7WuS1M579ccJ5DAbdafV/0VKLknurgoAj9Wk++a6ro2Vet9HAHYAPEjILCtdfVA4bGFyh1VAiYmcLapNF3zWdW/NvUQ+zXY5UMoXzX2+1AlumQCGQzzDwAMMQVo3u9J3ccGhoBNkOnzRgEWgf8gpJWuHqgc++rjTQLslxBYNubzrOpfmyr1vswxDZEv3GCo9f4oavXyNuVBci5BrrGuK1PDb5u5BHlndH5/JMUZa8ov2tceQVkyT+2zswzF3zfXdWXqZ1+LKRS3mf+H3rX7UX/NMbeDzLOqV0oppZRS6lnqG7voxuCO8iXWAAAAAElFTkSuQmCC,2025-07-14 20:41:12,0,0,
QR_0128,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABg0lEQVR4nO2YQWrDMBBF39SGLFXoAXIU62a9mnWU3sBaBlx+F5KdpC00G8euPVoIMTzQZzySNd/E3yO9PACBU0455ZRTW6esjhaSmVnMUySuqusQVCdJGsDeBwAaSZLuqefrOgSVa42rDzXj5RisretQVLpm/Ek7Hpb6nmhbfEenpjHlPgjIIPJbidw2XVtVvwsqmZnZK1gsgc/yzFlb166pUvfXGlc6X6wegzV1HYGiPCW7oSmTNMwxjWWlfqvq/zfF9IxvBEGS5g/QB8lzvyA15T5IdAPU1VT3peny3C9C1fs+RUPzvS/yKypnYSVdx6HsXWNtq5K1WKTRtFpT174pdD8gjNVYKL9ev3MWpq4+pvrcArmFdL64j/kEavYx6TRiMVwMv++fRE0+psXcoj6fBHx6X7sk9d1LUzoLuuHe1Nmq+n1RFnOLxTBC93GSxY3o2iP1q48p8tuodL6Y1/2C1OwpALOxUOwdgve1i1I/fMw6jegmvlX1TjnllFNOPUp9AVkg29AXIIqWAAAAAElFTkSuQmCC,2025-07-14 20:41:12,0,0,
QR_0129,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABkElEQVR4nO2YTY6cMBCFvwpIs6SlOUAfxb7ZnCk3gKP0DfCyJaOXhW3SmYmUbOhmoGphfvRJfioK+7lM/DumH/8BgVNOOeWUU3unrEYP02UxSO1NfKmuU1BBkjSDfdx6LNJJkvQn9Xxdh6b6ek0XCD9BpC5DAoMuv0zXKanpsrSV5kkznpbqPz0bw4xtOaNTLVruBwEJROrLSvN46Nqr+kNQk5mZXcBiebEUm/NqXYemSt3/rnHB3epv8Epd56Espr4MAGgELLJ43W9JUW38kCEoo3GoTr/eSdK4V/XHoFL/MFgcJPuYFz/XbknVug/K7W7uJM2dHsLrfhOKlt96hNU4tA8w0qk0Gzz3m1Dr2aorzsbCzdB0zViY35sB2qv67021vbZEJ41DppR83X+97jem1j4m4dZjcbgb67+we/XfnEq1V292zWhMbwL398+lStrDvD7uRNcZKIuAxSFDuL3J4k50HZH60secIoj0njVd7+Y+Z0Pqs88hzG1wn7Mx9Zc+Zl4H3Oc45ZRTTh2F+gVhBtyGNm9SEAAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
QR_0130,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABeklEQVR4nO2YQW6DMBBF3xSkLKmUA+Qo+GZVbwZHyQ3MMhLV78Im0GTRbAhOGC8s2XoSX+PvYTwm/h/9xwMQOOWUU045VTpledTQf/6YhWHaCZvq2gXVSpIi2Nf5IKCSJOkv9Xxdu6CG7HF9ny4GQLoGW+vaFzUc7svOEnS9H1XfrI0mrvtFp6Yxxb4RMID6UI8ALN1fqvrXpnLs+5TjK6yNR4Af21bXHqgU+9nj6k8Xy9dgS137oSwMdZoAUAdYmM1ftvpXpUh1vGIlaMbrEtQ1eaGuVPWvTS2DrUh6ZU3TmB9dHvtVqEXsU8Rprkch9/2qVAoxrUakWOXs08YqNRbc9ytSS3vPp9A1Sgfgvl+RYtkyo5I6QB351+u+X5+69jEBsNCMAJX3MZ9BTX1MC4C6VOl7ff9UKqWbNs7LMnTtgbLAlHPa80EWCtH1jtRdHxNADMdR/eli2krXHqjbOgem8tLrnLWpuz5mnka02C9VvVNOOeWUU49Sv9Lu/bklEIU1AAAAAElFTkSuQmCC,2025-07-14 20:41:12,0,0,
QR_0131,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABkklEQVR4nO3aQY6jMBCF4b/G7I3UB+ijOFfODeAoc4CR7GVLjt4sjFE6I83MhoaG8i7hk3giRVFxYuLfa/7xHwhcuXLlytXRlS1rwGx8GJT+zm3XXJdQSZKUQVMZAIIkSZ/V1+e6hCq9xlMOshtgZsP+uc6shpfXRvywTc/o6i8q/DnyHyLX6VSv+yigAOluiALPn8BR059CzWZmNgIQZDcebczZO9epVav7T13mYcttsM0ZXa2rjZJJEikDxIomAOJyQNNR039v1ft9eavM78LSfcCSAMpQd8t1BdXrPtOrHZDy81Gv+21VrJBU0RQl5jGIpPqqvj7XmVWv7FiRcpCUg4Cgdht4v99OLdd+XaS8frfyZ+22qj1r+xwfaus+xF/D8i1rp1xXUE8zZus5E/RO054BXvdbqXXGHCHdwVIeEeWtAkG2V64rqNd9TEEdLE0fRvq5bmgeNf33Vq/XHsqIKCPM7+vGwlHTn0NFLa1+HsMy3x8i15kVzz8NEpadnTbf+4y5rTL/b5QrV65cXUL9BkGi2a9xRy/9AAAAAElFTkSuQmCC,2025-07-14 20:41:12,0,0,
QR_0132,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABkUlEQVR4nO2ZS2rGIBSFv1sDHRroArqUZMvdQVxKF1Aww4LhdKD5X6W0kzya6CBE84GHy1WvJyZ+b+HpDxBUqlKVqlSl9k5ZaQ2EdjLrx3mk31TXKahOkhSBLgLgJEm6p9bXdQpqvOT4+JwjnpfB1rqOTDXfhyYT43IzVupHKrRO1q8542mpOe+9gBGsi60BcHvp2qv6/02V2IccbwfgksFk2+o6A5Vjf81xhRYry2BLXWegyKVkp4QGnHK1OfiUP+Q27FX9/6bmEEcAnyCX9hE0+Br7RamS93hJik500c3dvCBq7Jeiyn4f+iaB/zSFFhNMDfi4na4zUDn2hv+w8oZL1r29yBibtJmuM1DXOqc4CfgPEyTE2Jq20nUe6upjahifRWjBep/uqfV1HZvi5khVPmYT4Mv5W8/aFajZx5Tem/IY9qDryNSjj1msBJ+wLk7z172qPxYlxYuPOTv5e9B1ROrRxwRAwVwivCZqnbMgNd9rc3PK/wy7i8dTPYXlqG8+5qUjcHXPqVSlKlWpo1Bfj8rZD1pAtrYAAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0133,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABhUlEQVR4nO2YTW6DMBCFvylIWRIpB8hRzA16pJypN4Cj5AZ4GcnR6wKTJk2lZsNPYLwAYX0ST/bz6HlM/D/ajxcgcMopp5xyaumU5VFCa2YQh5l6Vl2boIIkqQM7dWA1hSRJj9T0ulZNlfkd9xC+QJBKEcGgSLPp2iYVd8+xcwm61k+Z7cHqCf+4XWqoOZWACCIe+pl79y9V/Sqo1sweLH/tY87culZN9b7/8bjgYvkYzKlrO5TVsewfEEvUAFZzdd+PSd18n4AqYaEREPeo3Xee78ek6K9QoQNCB1JXiCCJoJQvXc1S1b83NeQcikR7TCXtZ0LEQwIK9/2YVO97NVVCDYWgkghdISCfAPf9OFRe+9sgKKFm2IC8M0tV/94U9y0ziscT4PV+CurWx4RYYnWVwOv9RFTMvXqrATWxBDzfT0sNpf72uRBdW6DsdB5qTjjvZPVCdK2Reupjtsec79UeL6a5dG2B+p1z7vO955xxqT/6mLm9o7v5pap3yimnnHLqVeobBGjXfkZKDGIAAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0134,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABiElEQVR4nO2aXWqFMBBGzzTCfYzQBXQpcWtdUnegS+kCCuaxoEwfkojXlrYvXv8mD8GRA/mIk8mXoCh/t+7pHxAYZZRRRhm1d0pyq0hdE8ubZlNdl6CCqqr2kLoWp6qqek89XtclqDjlOKMApBWwua4zU9UiFnDDqiMa9SslzaNHvCRV8t4rEIHQjqJEmB+69qr+FFQnIiI1QLypNIzJ5myt69RUyvtZjnc1kpfBlrquQ0kDSBNFwA/oa1kG0myq69zU5HPGCrwixAoJChCr4nj2qv7YVK45nQDEGvAflaYnEN1K1xUo8vHV5y61FiDoQA73qv7YFPOrg9RcCssHsLlfi1r6HJk9+b6Ee1V/bOo+750SeqfgBwg9VnPWpPLc53tMp/NK4werOWtSxWPGGsIbSOhrlPg8AE6t5qxILe8xlQgS2k8hvE/Ff6/qj00t5x78kP199zLtA3tVfw7KF1ffyU3paqc/UY/XdWbqm89JpyycauvLJmx77SqU2L9RRhlllFGXoL4A1qe2uPz9dV0AAAAASUVORK5CYII=,2025-07-14 20:41:12,0,0,
QR_0135,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABbElEQVR4nO2azW2EMBSEZwJSjqaDLQVaS2emlO0AjpGMJgfbG+9GUXIxv88nMJ/EaPQYmwcU/h7j2z8gwCijjDLKqL1TTKMFBwDAnGeGTXVdguolSRMQbR/QSJL0TK2v6xLUnGpcH7fkOMl2e11nptqXc8JVvqNRv1HyWCi/4h2NclJ0vL+nBVdS2F7XBaiRJNkBHNAIwBK3OVvrOjUV875oLIy3TwLuudWwV/VnoDjMJEYyR/3cAmO32P6+JoW0jXcBKfRdyBemdFV+r+qPTWV3kcxGr1DMxZcu874K9exzWfLxMbC6r0dB38Pn01TtubFg3tehSu+T7SGnzwTLnJpUXmvjaNKq28c5q/uqVBkymprCcav7tahHH9O7EFuYZVNn7+qPSf3oY/Z3Qpg7Ci602krXRalGHAAA87t9O6lJvea9fH65lXeP3eZe1R+bSpkzxo5lA/ZTPBKBNljmVKRo/0YZZZRRRl2C+gIyqgdejSH1HQAAAABJRU5ErkJggg==,2025-07-14 20:41:12,0,0,
